age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,attrition,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,genre_F,genre_M,statut_marital_Célibataire,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Commercial,departement_Consulting,departement_Ressources Humaines,poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale
24,2694,1,1,1,0,3,2,2,3,3,3,0,11,0,3,4,9,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52,3149,8,9,5,2,4,3,3,2,3,4,0,20,0,1,3,11,4,1,1,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,17639,5,30,4,3,3,3,3,4,3,3,0,16,0,0,3,2,3,1,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29,2319,1,1,1,0,2,2,1,4,3,3,1,11,1,1,1,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,11691,0,14,13,9,3,3,3,4,4,3,0,11,0,0,3,7,3,1,3,7,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,5324,5,6,3,2,1,3,1,3,3,3,0,15,1,0,3,16,3,1,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
47,16752,1,26,26,14,3,3,4,3,2,3,1,11,0,1,3,2,2,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
36,5228,0,10,9,7,3,3,2,1,3,3,0,15,0,1,2,1,3,1,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29,2700,1,10,10,7,3,4,3,3,3,4,0,24,0,1,3,23,2,1,0,7,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,19246,7,40,31,15,4,3,2,4,3,3,1,12,1,0,2,2,4,1,13,8,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
35,2506,3,7,2,2,4,4,3,3,3,3,0,13,0,0,0,1,4,1,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,6062,9,8,4,3,4,2,4,4,3,3,1,13,0,1,4,1,2,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
28,4382,6,5,2,2,3,3,3,4,2,3,0,17,1,0,3,2,4,1,2,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,2143,4,8,5,2,3,3,2,2,3,3,0,13,0,1,2,13,3,1,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32,6162,1,14,14,13,3,2,3,3,3,3,0,12,0,1,3,4,3,1,6,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40,5094,6,10,1,0,1,2,3,4,3,3,0,14,0,0,6,16,4,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30,6877,5,12,0,0,3,2,4,2,2,4,1,24,0,0,4,2,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,2274,1,1,1,0,2,2,3,4,3,3,0,14,0,0,3,2,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,4434,1,10,9,8,2,3,2,4,2,3,0,13,0,1,3,29,3,1,7,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
38,6288,2,13,4,3,1,2,1,3,2,3,0,15,0,1,3,12,3,2,1,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
34,2553,1,6,5,2,3,2,4,3,3,3,0,16,0,0,3,16,4,2,1,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,7654,1,9,9,8,3,3,4,1,4,3,0,18,1,2,3,11,3,1,7,7,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
55,5160,4,12,9,7,3,3,4,3,2,3,0,16,1,0,3,2,1,1,7,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
43,17159,6,22,4,1,2,3,1,3,3,4,0,24,0,1,3,14,2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
27,12808,1,9,9,8,3,2,4,2,3,3,1,16,0,1,3,5,1,1,0,8,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35,10221,3,17,8,5,3,3,3,2,4,4,0,21,0,0,3,7,3,1,1,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28,4779,1,8,8,7,2,3,2,1,3,4,1,20,0,0,2,2,4,1,7,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34,3737,0,4,3,2,3,3,4,3,1,3,0,19,0,1,1,3,2,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26,2366,1,8,8,7,3,2,3,1,3,3,1,14,1,1,2,5,2,2,1,7,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,1706,1,0,0,0,4,3,4,3,2,3,0,11,0,3,6,3,3,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,16307,2,29,20,6,1,3,3,3,2,3,0,14,0,1,2,26,4,1,4,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
44,5933,9,10,5,2,4,3,2,4,2,3,0,12,0,0,2,4,3,1,2,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25,3424,7,6,4,3,1,4,1,3,2,3,0,13,0,0,3,2,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,4037,1,9,9,8,1,4,1,1,3,4,0,22,0,1,5,1,3,1,0,8,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2559,1,6,6,5,3,2,1,4,2,3,0,11,0,0,3,27,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,6201,1,18,18,14,2,3,4,4,2,3,1,14,0,1,1,1,2,1,4,11,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
32,4403,2,8,5,2,2,3,4,3,2,3,0,11,0,1,3,13,4,1,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30,3761,9,10,5,4,2,2,4,2,2,3,0,12,0,1,3,5,4,2,0,3,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,10934,7,35,5,2,1,2,4,4,3,3,1,18,0,1,3,7,2,1,0,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45,10761,4,18,5,4,4,3,1,3,3,3,1,12,0,1,2,9,3,1,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32,5175,5,9,5,3,3,4,3,3,2,3,0,12,0,1,3,8,2,1,1,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,13826,3,31,9,8,3,2,4,3,3,4,0,22,0,0,3,25,4,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,6334,4,9,1,0,4,2,3,4,3,3,0,19,0,2,2,16,4,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28,4936,1,6,5,1,2,2,4,4,3,3,0,13,0,1,6,8,2,1,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22,4775,6,4,2,2,4,2,4,1,1,4,0,22,0,2,2,1,2,1,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
44,2818,2,10,3,2,1,4,4,3,2,4,1,24,0,1,2,8,4,1,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,2515,5,8,2,1,2,3,4,4,3,3,1,14,0,0,2,2,1,2,2,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,2342,0,6,5,4,1,2,1,3,3,4,0,21,0,0,3,8,3,1,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
25,4194,1,5,5,3,3,3,1,4,3,3,1,18,0,0,3,3,1,1,0,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35,10685,1,17,17,14,4,2,3,2,3,4,1,20,0,1,2,9,3,1,5,15,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
35,2022,1,10,10,2,4,3,2,1,2,3,1,19,1,1,3,25,4,2,7,8,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,2314,0,4,3,0,4,3,4,2,3,3,0,12,0,1,2,1,3,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25,4256,1,5,5,2,3,2,1,1,4,3,0,12,0,0,1,4,1,1,0,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
49,3580,2,7,4,2,3,3,1,2,3,3,0,16,0,1,2,1,3,1,0,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,3162,0,6,5,2,1,2,4,4,2,3,0,17,0,0,2,4,1,0,3,4,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,6524,1,10,10,8,2,3,2,4,3,3,0,14,0,1,3,5,2,2,5,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
38,2899,0,3,2,2,2,2,2,4,3,3,0,19,0,1,3,9,3,1,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
42,5231,2,17,5,3,3,4,4,2,2,3,1,13,0,1,1,3,3,1,1,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,2356,3,8,6,4,4,3,4,2,3,3,1,19,0,1,2,11,4,1,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,2800,6,5,3,2,2,2,3,3,3,3,1,19,1,3,3,1,3,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
53,11836,5,28,2,0,1,3,4,3,3,3,0,14,0,1,3,8,3,1,2,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35,10903,3,16,13,10,4,2,2,1,3,3,0,16,0,0,2,25,3,1,4,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
37,2973,5,10,5,4,3,3,4,2,3,3,0,15,0,1,3,21,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
53,14275,6,33,12,9,4,3,4,3,3,3,0,18,0,0,0,23,4,1,3,8,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
43,5562,4,12,5,2,4,3,4,2,2,3,0,13,0,1,2,1,3,2,2,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47,4537,0,8,7,6,3,3,4,1,3,4,1,22,0,1,2,2,2,1,7,7,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
37,7642,1,10,10,0,1,3,2,4,3,3,1,13,0,0,2,19,2,0,0,9,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50,17924,1,31,31,6,1,3,1,4,3,3,0,11,0,1,3,2,4,0,14,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39,5204,8,13,5,4,4,2,4,3,3,3,0,11,0,2,2,2,3,1,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
33,2277,3,7,4,3,4,3,2,3,4,3,1,11,0,1,4,3,2,1,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32,2795,1,1,1,0,1,3,4,3,1,4,1,24,1,0,2,25,4,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,2532,6,8,4,3,1,2,4,3,3,3,0,14,0,3,5,7,1,1,0,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
44,2559,1,8,8,7,2,3,1,4,3,3,1,13,0,0,0,9,2,1,7,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,4908,1,4,4,2,1,3,4,2,3,3,0,14,0,0,3,5,4,1,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
58,2380,9,3,1,0,4,2,4,4,2,3,1,14,1,1,3,2,1,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
43,4765,4,4,1,0,1,3,2,3,4,4,0,21,0,1,2,8,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20,2044,1,2,2,2,3,2,3,4,2,3,0,13,1,0,3,2,3,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21,2693,1,1,1,0,4,3,4,1,2,3,0,19,1,0,3,18,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,6586,0,17,16,8,3,3,4,1,2,3,1,17,0,1,2,14,1,1,4,11,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47,3294,1,3,3,2,4,2,4,1,2,3,1,18,0,0,3,2,4,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22,4171,0,4,3,2,2,3,3,1,4,3,1,19,1,1,3,3,1,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41,2778,4,10,7,7,2,1,4,3,2,3,1,13,1,1,1,2,4,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,2377,5,6,2,2,3,3,3,2,3,3,0,18,0,1,2,9,3,1,2,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,2404,7,8,2,2,4,3,1,4,1,4,1,21,1,0,2,6,3,1,2,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27,2318,1,1,1,1,2,3,3,3,3,3,0,19,0,0,2,4,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,2008,1,1,1,0,2,3,2,2,3,3,0,14,0,2,3,10,3,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,6244,7,10,5,4,3,2,3,1,3,3,0,17,0,0,6,14,2,1,0,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2799,3,6,3,2,3,2,1,2,3,3,1,11,0,0,1,1,4,1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58,10552,2,24,6,0,3,2,2,4,3,3,1,13,0,1,3,5,3,1,0,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
31,2329,3,13,7,7,2,2,3,2,4,3,0,15,0,0,2,7,4,1,5,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35,4014,1,10,10,6,4,3,4,4,1,4,1,25,0,1,2,21,1,1,0,7,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49,7403,4,29,26,9,1,3,2,3,2,3,0,11,0,1,3,8,2,1,1,7,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
48,2259,4,13,0,0,4,3,3,1,2,3,0,17,0,2,2,20,4,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,6932,1,9,9,8,4,3,3,4,2,3,0,13,0,1,2,20,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36,4678,2,8,6,2,2,3,4,3,3,3,0,18,0,0,6,7,4,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,13582,1,15,15,12,4,3,1,2,3,3,0,13,0,1,3,1,3,1,5,11,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
32,2332,6,5,3,0,3,2,2,3,3,4,0,20,0,0,3,1,3,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25,2413,1,1,1,0,3,2,2,3,3,3,1,18,1,3,2,19,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40,9705,2,11,1,0,1,2,2,2,2,3,0,12,0,1,2,10,4,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26,4294,1,7,7,7,3,2,1,2,3,3,0,12,0,0,2,1,3,2,0,7,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
41,4721,2,20,18,13,4,3,1,3,3,3,1,13,0,0,3,6,3,1,2,17,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36,2519,4,16,11,8,3,3,3,3,3,4,0,21,0,0,6,2,4,1,3,9,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19,2121,1,1,1,0,4,2,2,2,4,3,1,13,1,0,3,21,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20,2973,1,1,1,0,1,3,1,2,3,3,0,19,1,0,2,4,3,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
31,5855,0,10,9,7,4,3,4,3,1,3,1,11,0,2,2,12,3,1,8,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
40,3617,8,3,1,1,4,3,2,4,3,3,1,14,0,1,2,9,4,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,6725,1,8,8,7,3,3,1,3,4,3,0,12,0,1,2,3,4,1,6,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36,10325,1,16,16,7,3,2,4,1,3,3,1,11,1,1,6,3,1,1,3,7,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
33,6949,0,6,5,0,2,2,4,1,3,3,0,14,0,0,3,1,3,1,1,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
37,10609,5,17,14,1,1,2,3,3,1,3,0,11,1,0,2,1,4,1,11,7,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
45,4447,1,9,9,7,3,3,2,2,2,3,0,12,0,0,5,4,2,0,0,8,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,2157,1,3,3,1,3,3,4,2,3,3,0,15,0,1,5,20,3,2,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
35,4601,1,5,5,2,3,3,3,2,3,3,0,16,0,0,3,18,3,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52,17099,2,26,9,8,4,3,4,2,2,3,0,15,0,1,2,1,2,1,7,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
58,2479,4,7,1,0,4,3,3,1,3,4,0,24,1,0,4,2,3,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,14852,6,22,17,13,3,3,3,3,4,3,0,13,0,1,3,2,2,1,15,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30,7264,5,10,8,4,3,3,3,1,4,3,0,11,0,1,2,8,2,1,7,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
38,5666,1,6,5,3,3,3,4,2,3,3,1,13,0,0,1,10,3,0,1,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35,7823,6,12,10,9,4,3,4,2,3,3,0,13,0,1,2,3,4,1,0,8,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
39,7880,0,9,8,7,1,4,3,4,3,3,0,18,0,0,3,2,5,1,0,7,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40,13194,4,22,1,0,2,4,2,4,2,3,1,16,1,0,2,24,3,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47,5067,1,20,19,10,3,4,3,3,4,3,1,19,0,0,3,16,4,2,2,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36,5079,4,12,7,7,1,3,4,4,3,3,0,13,0,2,3,8,4,0,0,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
31,2321,0,4,3,2,3,2,1,1,3,4,1,22,1,0,0,9,2,0,1,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,17444,1,10,10,8,4,3,3,4,3,3,0,11,0,0,2,17,3,0,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29,2404,6,3,0,0,4,2,1,3,3,4,1,20,1,0,5,10,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,3452,3,5,3,2,2,3,4,1,3,3,0,18,0,0,4,13,1,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,2270,3,8,5,3,4,3,4,4,3,3,0,14,0,2,2,1,4,1,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
50,17399,9,32,5,4,4,3,4,3,2,4,0,22,0,1,1,1,2,1,1,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,5488,1,6,6,5,3,4,2,1,3,3,1,13,0,1,2,1,4,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,19419,2,21,18,16,1,3,3,2,4,3,0,17,0,1,2,9,3,2,0,11,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27,2811,9,4,2,2,3,3,2,2,3,3,0,14,0,1,2,16,4,1,2,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
45,3633,1,9,9,8,4,3,1,3,3,3,1,15,0,1,2,23,2,0,0,8,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47,4163,1,9,9,0,4,3,4,3,3,3,1,17,0,0,0,4,2,1,0,7,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30,2132,4,7,5,2,1,3,3,2,3,3,1,11,1,0,2,22,3,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,13973,3,22,12,11,4,3,3,4,3,3,1,18,0,1,2,24,3,1,1,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
38,2684,0,3,2,1,3,3,3,2,2,3,0,17,0,1,0,10,1,2,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,10845,6,13,8,7,4,3,3,2,3,3,0,13,0,1,3,7,2,1,0,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
24,4377,1,5,4,2,4,2,3,2,3,3,0,15,0,2,6,17,1,1,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35,3743,1,5,4,2,3,2,2,4,1,4,1,24,1,1,2,14,4,1,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31,4148,1,4,4,3,3,3,1,3,3,3,0,12,0,1,1,1,1,2,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
18,1051,1,0,0,0,2,3,4,4,3,3,0,15,0,0,2,5,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54,10739,8,22,10,7,3,3,3,3,3,3,0,11,0,1,2,17,3,1,0,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
35,10388,1,16,16,10,3,3,3,3,2,3,1,11,0,1,3,25,4,1,10,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30,11416,0,9,8,7,2,4,1,3,2,3,1,12,0,3,4,8,2,1,1,7,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20,2600,1,1,1,0,4,2,1,1,3,3,1,15,1,0,2,11,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2422,0,4,3,2,2,3,2,1,3,3,0,17,1,0,3,5,3,2,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26,5472,1,8,8,7,4,4,4,2,3,3,0,12,0,0,2,2,2,1,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
